"V1","location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper","deaths_mean_smoothed","deaths_lower_smoothed","deaths_upper_smoothed","totdea_mean_smoothed","totdea_lower_smoothed","totdea_upper_smoothed","mobility_data_type","mobility_composite","total_tests_data_type","total_tests","confirmed_infections","est_infections_mean","est_infections_lower","est_infections_upper"

20320,"New York","2019-12-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20321,"New York","2019-12-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20322,"New York","2019-12-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20323,"New York","2019-12-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20324,"New York","2019-12-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20325,"New York","2019-12-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20326,"New York","2019-12-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20327,"New York","2019-12-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20328,"New York","2019-12-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20329,"New York","2019-12-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20330,"New York","2019-12-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20331,"New York","2019-12-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20332,"New York","2019-12-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20333,"New York","2019-12-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20334,"New York","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20335,"New York","2020-01-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20336,"New York","2020-01-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20337,"New York","2020-01-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20338,"New York","2020-01-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20339,"New York","2020-01-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20340,"New York","2020-01-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20341,"New York","2020-01-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20342,"New York","2020-01-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20343,"New York","2020-01-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20344,"New York","2020-01-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20345,"New York","2020-01-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20346,"New York","2020-01-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20347,"New York","2020-01-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20348,"New York","2020-01-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20349,"New York","2020-01-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20350,"New York","2020-01-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20351,"New York","2020-01-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20352,"New York","2020-01-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20353,"New York","2020-01-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20354,"New York","2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20355,"New York","2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20356,"New York","2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20357,"New York","2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20358,"New York","2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20359,"New York","2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20360,"New York","2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20361,"New York","2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20362,"New York","2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20363,"New York","2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20364,"New York","2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20365,"New York","2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20366,"New York","2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20367,"New York","2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20368,"New York","2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20369,"New York","2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20370,"New York","2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20371,"New York","2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,"0","0"
20372,"New York","2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-6.274418,,,,0,"0","0"
20373,"New York","2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-5.431115,,,,0,"0","0"
20374,"New York","2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-4.3366,,,,2.18992,"0","11.88908"
20375,"New York","2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-3.175102,,,,1.979786,"0","11.96449"
20376,"New York","2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-2.133818,,,,2.347101,"0","11.89783"
20377,"New York","2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-1.362968,,,,2.332713,"0","11.88484"
20378,"New York","2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-0.9458678,,,,2.2685,"6.708703e-05","11.90288"
20379,"New York","2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-0.8829035,,,,0.008850681,"6.72824e-05","0.03988692"
20380,"New York","2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-1.103269,,,,0.0372723,"6.728193e-05","0.1579327"
20381,"New York","2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-1.491148,,,,0.1258707,"0.0006055568","0.4896236"
20382,"New York","2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-1.926,,,,0.3578724,"0.006232222","1.281252"
20383,"New York","2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-2.330701,,,,0.9076491,"0.03526697","3.035195"
20384,"New York","2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-2.66829,,,,2.16663,"0.13964","6.960849"
20385,"New York","2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-2.921965,,,,5.107379,"0.4329124","16.31134"
20386,"New York","2020-02-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-3.082989,,,,12.28662,"1.13285","39.94033"
20387,"New York","2020-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-3.144119,,,,30.27188,"2.68364","100.205"
20388,"New York","2020-02-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-3.100788,,,,74.02718,"6.154601","243.9298"
20389,"New York","2020-02-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-2.947886,,,,170.8616,"14.42207","540.2911"
20390,"New York","2020-02-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-2.682562,,,,356.9859,"35.3142","1040.185"
20391,"New York","2020-02-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-2.307639,,,,664.3243,"88.59861","1723.771"
20392,"New York","2020-02-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-1.837508,,,,1109.355,"215.6764","2521.752"
20393,"New York","2020-02-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"observed",-1.313586,,,,1694.228,"477.7113","3403.889"
20394,"New York","2020-03-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-0.7959653,"observed",0,1.015498,2415.652,"919.7044","4422.369"
20395,"New York","2020-03-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-0.331749,"observed",14.47812,1.118692,3279.646,"1524.114","5695.315"
20396,"New York","2020-03-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",0.03850239,"observed",22.78566,2.376289,4323.1,"2229.668","7359.51"
20397,"New York","2020-03-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",0.2671626,"observed",34.21091,4.816965,5629.395,"3009.629","9585.179"
20398,"New York","2020-03-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",0.2934913,"observed",71.66485,9.088342,7323.393,"3910.144","12577.65"
20399,"New York","2020-03-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",0.04455496,"observed",125.1028,15.68043,9551.928,"5030.446","16495.67"
20400,"New York","2020-03-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-0.5606776,"observed",181.0538,24.61301,12461.32,"6500.364","21442.53"
20401,"New York","2020-03-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-1.605841,"observed",126.0045,35.53252,16176.23,"8474.965","27469.52"
20402,"New York","2020-03-09",2.934,1,11,1,1,1,1,1,1,0,0,0,2.934,1,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-3.164046,"observed",66.80723,48.41433,20781.59,"11120.83","34484.65"
20403,"New York","2020-03-10",17.929,10,32,6,6,6,6,6,6,0,0,0,14.995,8,28,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-5.28742,"observed",129.9899,64.37651,26312.64,"14585.04","42432.94"
20404,"New York","2020-03-11",33.113,21,52.5,11,11,11,11,11,11,0,0,0,15.184,8,28.5125,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-8.001742,"observed",375.1979,86.05536,32750.83,"18958.92","51197.49"
20405,"New York","2020-03-12",60.15,43,84.5125,20.0445,20,20.5,20.007,20,20,0,0,0,27.037,17,44,9.0445,9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-11.30164,"observed",1765.654,117.7978,40017.09,"24262.74","60577.23"
20406,"New York","2020-03-13",105.758,81.5,137.5,35.2755,35,36.5,35.0315,35,35.5,0,0,0,45.608,31.4875,67,15.231,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-15.1438,"observed",1797.137,166.5463,47954.65,"30458.93","70315.03"
20407,"New York","2020-03-14",172.2815,139.5,212,57.495,57,59,57.062,57,57.5,3,3,3,66.5235,48.5,90.0125,22.2195,22,23,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,"observed",-19.44433,"observed",1442.347,244.0808,56313.45,"37479.33","79735.02"
20408,"New York","2020-03-15",262.4825,219.975,308,86.8885,86,88.5,86.1115,86,86.5,5,5,5,91.201,70,121.5,30.3935,30,31.5,8,8,8,0,0,0,0,0,0,5,5,5,6,6,6,"observed",-24.08318,"observed",1001.104,370.4903,64760.45,"45220.72","88773.74"
20409,"New York","2020-03-16",373.691,323.4875,427.5125,121.6245,120,123.5,120.21,120,121,9,9,9,118.098,91,150.0125,39.736,39,41,17,17,17,0,0,0,0,0,0,5,5,5,11,11,11,"observed",-28.91157,"observed",1593.614,577.1891,72934.04,"53488.85","96410.44"
20410,"New York","2020-03-17",517.3405,458.4875,584.0375,169.692,167.5,172.0125,167.34,167,168.0125,7,7,7,158.4135,126.4875,195,53.0675,52,55,24,24,24,0,0,0,0,0,0,9,9,9,20,20,20,"observed",-33.76712,"observed",3102.659,904.8557,80522.98,"61928.94","104076.3"
20411,"New York","2020-03-18",702.094,631.4875,780.525,229.144,226.5,232.5,225.538,225,226.5,17,17,17,203.718,171,246,68.452,67,70.5,41,41,41,0,0,0,0,0,0,15,15,15,35,35,35,"observed",-38.49421,"observed",6192.188,1387.851,87326.13,"70050.07","109579"
20412,"New York","2020-03-19",935.988,859.4375,1024.5125,303.9845,300.5,308,298.787,298,300,24,24,24,266.5375,226.5,314.5,89.8405,88,92,65,65,65,0,0,0,0,0,0,22,22,22,57,57,57,"observed",-42.95951,"observed",8321.638,2020.892,93252.99,"77391.25","114748.9"
20413,"New York","2020-03-20",1233.536,1145.9625,1330.5125,399.4795,395.5,404.0125,392.1155,391,393.5,32,32,32,349.421,307,405.5125,117.495,115.5,120.0125,97,97,97,0,0,0,0,0,0,30,30,30,87,87,87,"observed",-47.05724,"observed",10047.7,2729.231,98269.42,"83738.49","119058.8"
20414,"New York","2020-03-21",1612.9995,1509.5,1733.0125,521.6595,517,527,511.5325,510,513.5,40,40,40,452.9195,397.5,510,152.18,150,155,137,137,137,0,0,0,0,0,0,39.001,39,39,126.001,126,126,"observed",-50.7106,"observed",12819.23,3392.841,102325.5,"89175.41","123011.5"
20415,"New York","2020-03-22",2089.181,1969.5,2214.5,676.853,671,683.0125,663.0915,661.5,665.5,39,39,39,574.9315,513,641,194.1945,191.5,197.0125,176,176,176,0,0,0,0,0,0,52,52,52,178.001,178,178,"observed",-53.8729,"observed",15193.78,3934.836,105319.6,"93889.29","124222.7"
20416,"New York","2020-03-23",2683.617,2549.9625,2818.5125,869.2275,862.5,876,850.7945,848.9875,853,42,42,42,723.6925,652.9875,797.0125,244.3745,241.5,248,218,218,218,0,0,0,151.2275,144.5,158,67,67,67,245.001,245,245,"observed",-56.52459,"observed",15182.48,4387.176,107119.8,"97892.05","126534.6"
20417,"New York","2020-03-24",3407.614,3251.475,3550,1104.3075,1097,1112,1079.74,1077.5,1082.5,97,97,97,894.9155,818.9875,973.0125,302.08,298.5,306,315,315,315,0,0,0,386.3075,379,394,88,88,88,333.001,333,333,"observed",-58.67405,"observed",13884.24,4848.972,107625,"99430.04","127537.9"
20418,"New York","2020-03-25",4271.65,4102.95,4448.525,1383.2305,1374.9875,1392.5,1350.891,1348,1354.0125,110,110,110,1085.574,1002.5,1172.5125,366.9675,363,371.5,425,425,425,0,0,0,665.2305,656.9875,674.5,115,115,115,448.001,448,448,"observed",-60.3589,"observed",14344.81,5387.642,106814.3,"96810.44","126694.9"
20419,"New York","2020-03-26",5275.6375,5077.9125,5469.6,1705.264,1695.9875,1715.5125,1663.342,1660,1667,126,126,126,1293.3305,1200.9875,1389.525,437.2645,432.5,442.5,551,551,551,0,0,0,987.264,977.9875,997.5125,149,149,149,597.001,597,597,"observed",-61.63872,"observed",17519.82,5987.267,104760,"92737.51","122943"
20420,"New York","2020-03-27",6412.6935,6193.4125,6634,2069.984,2058.5,2082,2016.1575,2012,2020.5,186,186,186,1515.1025,1411.5,1616.0125,513.9395,508.5,519.5,737,737,737,0,0,0,1351.984,1340.5,1364,190,190,190,787.001,787,787,"observed",-62.58556,"observed",16490.47,6578.341,101608.9,"87936.8","120363.1"
20421,"New York","2020-03-28",7673.326,7428.4875,7905.0125,2472.2835,2460,2486,2404.297,2400,2409,323,323,323,1747.471,1636.4875,1853.05,592.693,587.5,599,1060,1060,1060,0,0,0,1754.2835,1742,1768,239,239,239,1026.001,1026,1026,"observed",-63.27375,"observed",15814.12,7100.711,97570.85,"82809.02","116739.8"
20422,"New York","2020-03-29",9034.826,8774.375,9292.5375,2903.603,2889,2918.5,2818.8115,2814,2824,247,247,247,1976.5065,1867.975,2092.5125,671.0545,664.5,678,1307,1307,1307,0,0,0,2185.603,2171,2200.5,294.999,295,295,1321,1321,1321,"observed",-63.77125,"observed",13312.59,7544.079,92922.5,"77873.82","112795.3"
